3.00E-10,2.27E-12,2.24E-12,2.30E-12,2.25E-12,2.22E-12,2.25E-12,2.24E-12
2.90E-10,2.81E-12,1.84E-12,2.99E-12,2.58E-12,2.31E-12,2.80E-12,2.50E-12
3.00E-10,2.27E-12,2.24E-12,2.30E-12,2.25E-12,2.22E-12,2.25E-12,2.24E-12
2.90E-10,2.81E-12,1.84E-12,2.99E-12,2.58E-12,2.31E-12,2.80E-12,2.50E-12
