200,0.128822518
200.2,0.117581519
200.4,0.125130467
200.6,0.121737882
200.8,0.104534141
201,0.133630268
201.2,0.123771458
201.4,0.111950525
201.6,0.130452649
201.8,0.141085146
202,0.132355313
202.2,0.10879283
202.4,0.123100325
202.6,0.116538664
202.8,0.138727201
203,0.120261426
203.2,0.136506504
203.4,0.148749106
203.6,0.142716828
203.8,0.143931105
204,0.139663754
204.2,0.139808493
204.4,0.122807601
204.6,0.145585525
204.8,0.135936609
205,0.127313686
205.2,0.127690456
205.4,0.151461668
205.6,0.136033055
205.8,0.112527473
206,0.120963624
206.2,0.120427919
206.4,0.143234033
206.6,0.12549451
206.8,0.131785901
207,0.138379326
207.2,0.139472737
207.4,0.149355142
207.6,0.123127078
207.8,0.147791351
208,0.129152281
208.2,0.151404373
208.4,0.120679514
208.6,0.133070831
208.8,0.136182272
209,0.126493039
209.2,0.124478391
209.4,0.137174345
209.6,0.136508982
209.8,0.132413648
210,0.121607061
210.2,0.136779487
210.4,0.153352463
210.6,0.133864677
210.8,0.128283969
211,0.15145121
211.2,0.148744447
211.4,0.127678583
211.6,0.136114397
211.8,0.161345913
212,0.132901682
212.2,0.148765256
212.4,0.130965845
212.6,0.148813364
212.8,0.142232286
213,0.137077707
213.2,0.12240699
213.4,0.149314882
213.6,0.141546312
213.8,0.128910802
214,0.144501068
214.2,0.119808909
214.4,0.128081582
214.6,0.14414396
214.8,0.14852548
215,0.133966431
215.2,0.133242656
215.4,0.13293799
215.6,0.146829804
215.8,0.130531805
216,0.136399567
216.2,0.136470212
216.4,0.14635015
216.6,0.15167586
216.8,0.141754593
217,0.147153743
217.2,0.143429348
217.4,0.14346633
217.6,0.136477554
217.8,0.152684386
218,0.140747069
218.2,0.1441292
218.4,0.142287709
218.6,0.153123577
218.8,0.143198269
219,0.143969352
219.2,0.138519287
219.4,0.131729129
219.6,0.144323609
219.8,0.146392278
220,0.145197642
220.2,0.144867557
220.4,0.154759578
220.6,0.148864347
220.8,0.147033358
221,0.141739716
221.2,0.148625511
221.4,0.158051021
221.6,0.160639473
221.8,0.153042721
222,0.148415722
222.2,0.154397385
222.4,0.14769307
222.6,0.155161622
222.8,0.143126193
223,0.144647362
223.2,0.167610831
223.4,0.16169109
223.6,0.145682027
223.8,0.147565068
224,0.161216356
224.2,0.167626457
224.4,0.146751912
224.6,0.160170495
224.8,0.154120717
225,0.154626059
225.2,0.163415147
225.4,0.165614747
225.6,0.169731709
225.8,0.14269307
226,0.166462621
226.2,0.156957559
226.4,0.163016864
226.6,0.15898376
226.8,0.161770487
227,0.167992639
227.2,0.157928445
227.4,0.162834098
227.6,0.182511412
227.8,0.155621683
228,0.163875098
228.2,0.177005318
228.4,0.176133907
