Cu12Co,-1.33,-0.547
Cu12Rh,-1.57,-0.591
Cu12Ir,-1.74,-0.42
Cu12Ni,-1.21,-0.674
Cu12Pd,-2.01,-0.5
Cu12Pt,-1.78,-0.391
Cu13,-2.33,-0.316
Cu12Ag,-4.13,-0.201
Cu12Au,-3.12,-0.298
